headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
Vaccine Chief Says He Was Removed After Questioning Drug Trump Promoted,2020-04-22 09:09:55+00:00,The first known death from the illness in the U.S. came weeks earlier than thought. President Trump’s 60-day ban on green cards could go into effect today. The Senate approved a $484 billion relief plan.,https://www.nytimes.com/2020/04/22/us/coronavirus-live-coverage.html,6701,The first known U.S. death from the illness came in early February in California. Trump says he ‘strongly’ disagrees with Georgia’s governor on reopening some businesses.,National,U.S.,,News,,
California Announces Early Coronavirus Deaths; Trump Narrows Immigration Ban,2020-04-21 09:27:14+00:00,"President Trump announced the temporary ban in a late-night tweet with few details. The worldwide death toll from the pandemic is far higher than official counts suggest, according to a Times analysis.",https://www.nytimes.com/2020/04/21/us/coronavirus-live-news-updates.html,5473,A 60-day pause in immigration will not apply to guest workers. The Senate passed a $484 billion aid package.,National,U.S.,,News,,
Trump Says He Will Halt Immigration; States Start to Reopen Businesses,2020-04-20 09:29:56+00:00,"Congress is nearing a $450 billion deal to aid taxpayers and small businesses. Maryland’s governor struck a deal with South Korea for test kits. As the virus overwhelms the health care system, people with other illnesses struggle to find treatment.",https://www.nytimes.com/2020/04/20/us/coronavirus-live-news.html,6210,"South Carolina eases some lockdown restrictions, and Georgia and Tennessee will follow suit. Cases at an Ohio prison surge, and oil prices plummet.",National,U.S.,,News,,
Trump Insists He Has ‘Total’ Authority to Supersede Governors,2020-04-13 09:08:38+00:00,"Policymakers around the world are debating when to reopen businesses. President Trump reposted a tweet that said, “Time to #FireFauci.” Here’s the latest.",https://www.nytimes.com/2020/04/13/us/coronavirus-updates.html,5070,State leaders on both coasts are starting to debate how and when to reopen. The closure of a major meat processing plant could affect the nation’s food supply.,National,U.S.,,News,,
He Could Have Seen What Was Coming: Behind Trump’s Failure on the Virus,2020-04-11 16:13:09+00:00,"An examination reveals the president was warned about the potential for a pandemic but that internal divisions, lack of planning and his faith in his own instincts led to a halting response.",https://www.nytimes.com/2020/04/11/us/politics/coronavirus-trump-response.html,5356,"An examination reveals the president was warned about the potential for a pandemic but that internal divisions, lack of planning and his faith in his own instincts led to a halting response.",Washington,U.S.,Politics,News,"By Eric Lipton, David E. Sanger, Maggie Haberman, Michael D. Shear, Mark Mazzetti and Julian E. Barnes",
White House Adviser Warned of Risks of Pandemic; Trump Misleads on Testing,2020-04-06 04:03:16+00:00,"Dr. Anthony S. Fauci, the nation’s top infectious disease specialist, gave a much larger estimate than the director of the C.D.C. Here’s the latest.",https://www.nytimes.com/2020/04/06/world/coronavirus-live-news-updates.html,8187,"Britain’s prime minister, Boris Johnson, has been moved to intensive care, and the Supreme Court rejected an extension of Wisconsin’s voting deadline.",Foreign,World,,News,,
Trump Again Promotes Use of Unproven Anti-Malaria Drug; Deaths in Country May Be Undercounted,2020-04-05 04:14:49+00:00,"For the second straight day, President Trump pushed hydroxychloroquine. Washington State is returning 400 ventilators to states in more dire need. Here’s the latest.",https://www.nytimes.com/2020/04/05/world/coronavirus-live-news-updates.html,7436,"For the second straight day, the president pushed the use of hydroxychloroquine, which has not been proven to treat the coronavirus. Washington State is returning 400 ventilators to be redeployed to states in more dire need.",Foreign,World,,News,,
This Land of Denial and Death,2020-03-30 21:35:41+00:00,Covid-19 and the dark side of American exceptionalism.,https://www.nytimes.com/2020/03/30/opinion/republicans-science-coronavirus.html,884,Covid-19 and the dark side of American exceptionalism.,OpEd,Opinion,,Op-Ed,By Paul Krugman,
President Trump’s Prime-Time Pandemic,2020-03-30 09:00:14+00:00,"The briefings have given the president a new regularly scheduled reality show — or, rather, a create-your-own-reality show, our chief television critic writes.",https://www.nytimes.com/2020/03/30/arts/television/trump-coronavirus-briefing.html,1276,"The coronavirus briefings have given Donald Trump a regularly scheduled reality show again — or, rather, a create-your-own-reality show.",Culture,Arts,Television,News,By James Poniewozik,
Is Maduro’s Indictment Anything More Than an American Bluff?,2020-03-30 09:00:10+00:00,Venezuela’s leader will use the charges against him to bolster support.,https://www.nytimes.com/2020/03/30/opinion/international-world/maduro-venezuela-trump.html,993,Venezuela’s leader will use the charges against him to bolster support.,OpEd,Opinion,Opinion | The World,Op-Ed,By Jorge G. Castañeda,
"As Governors Plead for Tests, Trump Promises Ventilators to Europe",2020-03-30 04:04:07+00:00,"The grim projection was based on forecasts with much of the country already under stay-at-home orders, two of Mr. Trump’s top medical advisers warned.",https://www.nytimes.com/2020/03/30/world/coronavirus-live-news-updates.html,7746,"Maryland, Virginia and Arizona issued statewide stay-at-home orders, and the F.D.A. granted emergency approval for the use of two malaria drugs to treat some coronavirus patients.",Foreign,World,,News,,
The Politics of a Pandemic,2020-03-29 23:49:51+00:00,Trump wants us to see him as defeating a foreign enemy.,https://www.nytimes.com/2020/03/29/opinion/coronavirus-pandemic-politics.html,864,Trump wants us to see him as defeating a foreign enemy.,OpEd,Opinion,,Op-Ed,By Charles M. Blow,
Nothing Matters Anymore (Except What Actually Does),2020-03-29 19:12:37+00:00,There’s so much I did two months ago that seems ludicrous now.,https://www.nytimes.com/2020/03/29/opinion/covid-distancing.html,1034,There’s so much I did two months ago that seems ludicrous now.,OpEd,Opinion,,Op-Ed,By Damon Young,
Tech Giants Prepared for 2016-Style Meddling. But the Threat Has Changed.,2020-03-29 17:49:17+00:00,"After spending billions to avoid a repeat of the 2016 election, Google, Facebook and Twitter are careening from crisis to crisis as their foes change tactics.",https://www.nytimes.com/2020/03/29/technology/facebook-google-twitter-november-election.html,2525,"After spending billions to avoid a repeat of 2016, the tech giants are careening from crisis to crisis as their foes change tactics.",Business,Technology,,News,"By Kevin Roose, Sheera Frenkel and Nicole Perlroth",
Covid-19 Brings Out All the Usual Zombies,2020-03-28 14:47:41+00:00,Why virus denial resembles climate denial.,https://www.nytimes.com/2020/03/28/opinion/coronavirus-trump-response.html,917,Why virus denial resembles climate denial.,OpEd,Opinion,,Op-Ed,By Paul Krugman,
Analyzing the Patterns in Trump’s Falsehoods About Coronavirus,2020-03-28 00:22:15+00:00,"For months, President Trump has minimized the severity of the pandemic, oversold his policies, blamed others and tried to rewrite history.",https://www.nytimes.com/2020/03/27/us/politics/trump-coronavirus-factcheck.html,1688,"For months, the president has downplayed the severity of the pandemic, overstated the impact of his policies and potential treatments, blamed others and tried to rewrite the history of his response.",Washington,U.S.,Politics,News,By Linda Qiu,
A Silent Spring Is Saying Something,2020-03-28 00:00:48+00:00,The eerie inhumanity of Donald Trump.,https://www.nytimes.com/2020/03/27/opinion/coronavirus-pandemic.html,1463,The eerie inhumanity of Donald Trump.,OpEd,Opinion,,Op-Ed,By Roger Cohen,
"In This Emergency, Mom Knows Best",2020-03-27 23:48:36+00:00,"Words of wisdom and experience, and a few humbling ones, too.",https://www.nytimes.com/2020/03/27/opinion/coronavirus-elderly.html,878,"Words of wisdom and experience, and a few humbling ones, too.",OpEd,Opinion,,Op-Ed,By Bret Stephens,
Job Vacancies and Inexperience Mar Federal Response to Coronavirus,2020-03-26 09:00:17+00:00,"Unfilled jobs and high turnover mean the government is ill equipped for a public health crisis, said former and current officials and disaster experts.",https://www.nytimes.com/2020/03/26/us/politics/coronavirus-expertise-trump.html,1624,"Unfilled jobs and high turnover mean the government is ill equipped for a public health crisis, said many former and current federal officials and disaster experts.",Washington,U.S.,Politics,News,By Jennifer Steinhauer and Zolan Kanno-Youngs,
U.S. Now Leads the World in Confirmed Cases,2020-03-26 04:03:40+00:00,"The measure promises a $1,200 payout to millions of Americans and increased jobless aid to those out of work, and creates a government bailout fund for distressed businesses.",https://www.nytimes.com/2020/03/26/world/coronavirus-news.html,3512,Unemployment data set a bleak record and hospitals struggled with an influx of sick patients and lack of equipment. But the White House coronavirus response coordinator dismissed talk of shortages.,Foreign,World,,News,,
When to Restart the Economy?,2020-03-25 10:43:39+00:00,Wall Street executives have warned the Trump administration of another Great Depression if Americans don’t get back to work soon.,https://www.nytimes.com/2020/03/25/business/dealbook/trump-coronavirus-easter.html,1366,Wall Street executives have warned the Trump administration of another Great Depression if Americans don’t get back to work soon.,Business,Business,DealBook,News,,
